Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
0.00,1.00,0.00,1.00,0.00,42.53,43.22,9.49,18.97,1.00
0.00,1.00,0.00,0.00,0.00,40.84,62.37,14.18,18.97,0.00
1.00,0.00,1.41,1.00,0.00,58.54,0.00,11.75,18.97,1.00
0.00,0.00,0.00,0.00,1.00,50.82,46.55,10.20,18.97,1.00
0.00,1.00,1.00,0.00,0.00,51.58,84.27,16.70,13.42,1.00
0.00,0.00,0.00,1.00,1.00,127.48,0.00,13.86,18.97,0.00
1.00,0.00,1.73,1.00,0.00,55.52,0.00,15.97,18.97,1.00
0.00,0.00,0.00,0.00,0.00,77.75,0.00,10.72,18.97,0.00
0.00,1.00,1.73,1.00,0.00,72.46,0.00,9.70,18.97,1.00
0.00,1.00,0.00,1.00,0.00,121.17,45.83,17.44,18.97,1.00
0.00,1.00,1.73,0.00,0.00,70.22,0.00,11.31,18.97,0.00
0.00,1.00,1.00,1.00,0.00,77.99,65.19,18.17,18.97,0.00
0.00,0.00,0.00,1.00,0.00,45.39,47.00,11.58,18.97,1.00
1.00,0.00,1.00,1.00,0.00,59.00,0.00,12.45,6.00,1.00
1.00,0.00,0.00,1.00,0.00,84.85,0.00,10.95,18.97,1.00
0.00,0.00,0.00,1.00,1.00,71.87,0.00,11.31,18.97,1.00
0.00,0.00,0.00,1.00,0.00,63.99,58.71,12.29,18.97,1.00
0.00,1.00,1.41,1.00,0.00,68.61,37.24,12.25,18.97,1.00
0.00,1.00,0.00,1.00,0.00,65.83,42.56,12.65,18.97,0.00
1.00,0.00,0.00,1.00,0.00,58.46,0.00,11.62,18.97,1.00
1.00,0.00,1.00,1.00,0.00,53.63,39.50,9.49,18.97,1.00
1.00,0.00,0.00,1.00,0.00,56.89,0.00,5.48,18.97,1.00
0.00,1.00,0.00,1.00,0.00,105.57,0.00,11.66,18.97,1.00
0.00,0.00,0.00,1.00,0.00,53.23,43.09,11.22,18.97,1.00
0.00,1.00,0.00,1.00,0.00,51.19,47.15,12.25,18.97,1.00
0.00,1.00,1.41,1.00,0.00,62.45,0.00,9.49,18.97,1.00
0.00,1.00,1.00,1.00,0.00,52.44,42.92,10.72,18.97,1.00
0.00,1.00,0.00,1.00,0.00,63.19,57.22,14.39,18.97,1.00
0.00,1.00,0.00,1.00,0.00,55.70,36.06,8.94,18.97,1.00
0.00,1.00,0.00,1.00,0.00,120.76,0.00,20.88,18.97,1.00
1.00,1.00,0.00,0.00,0.00,64.03,0.00,11.14,18.97,0.00
0.00,0.00,1.00,0.00,1.00,63.66,49.25,12.57,18.97,0.00
0.00,1.00,0.00,1.00,0.00,62.67,28.28,10.58,18.97,1.00
0.00,1.00,1.41,1.00,0.00,47.97,31.40,8.83,13.42,1.00
1.00,0.00,0.00,1.00,0.00,42.56,40.82,7.35,18.97,1.00
0.00,1.00,0.00,1.00,0.00,143.76,0.00,0.00,18.97,1.00
0.00,0.00,0.00,1.00,0.00,56.20,55.25,9.43,18.97,1.00
1.00,0.00,0.00,1.00,1.00,50.99,41.44,9.95,17.32,1.00
0.00,1.00,0.00,1.00,0.00,60.86,44.72,10.95,18.97,1.00
1.00,0.00,0.00,1.00,0.00,64.22,0.00,10.72,18.97,1.00
0.00,0.00,0.00,1.00,0.00,97.51,0.00,13.67,18.97,1.00
0.00,1.00,0.00,1.00,0.00,55.45,49.15,11.79,18.97,1.00
0.00,1.00,1.41,1.00,0.00,66.33,0.00,11.27,18.97,0.00
0.00,1.00,1.41,1.00,0.00,56.15,39.50,11.58,18.97,1.00
1.00,0.00,0.00,1.00,0.00,73.60,0.00,11.96,21.91,0.00
0.00,1.00,0.00,1.00,0.00,48.82,57.74,13.11,18.97,1.00
0.00,1.00,1.73,1.00,0.00,66.45,35.36,10.49,18.97,1.00
0.00,1.00,1.00,1.00,0.00,82.92,0.00,14.14,18.97,1.00
1.00,1.00,1.00,1.00,0.00,68.31,0.00,11.62,18.97,1.00
1.00,0.00,0.00,1.00,0.00,70.71,50.41,12.29,21.91,1.00
0.00,1.00,1.00,1.00,0.00,44.88,54.08,10.63,18.97,1.00
0.00,1.00,0.00,0.00,0.00,42.43,54.17,9.64,18.97,0.00
0.00,1.00,1.73,0.00,0.00,53.62,41.83,10.25,18.97,1.00
1.00,0.00,0.00,1.00,0.00,70.71,0.00,11.49,18.97,1.00
0.00,1.00,1.00,1.00,0.00,40.31,42.46,9.80,18.97,1.00
0.00,0.00,0.00,1.00,0.00,63.25,50.00,11.83,18.97,1.00
1.00,0.00,0.00,1.00,0.00,61.34,40.82,11.62,18.97,1.00
1.00,0.00,0.00,1.00,0.00,48.99,43.16,10.20,18.97,0.00
0.00,0.00,0.00,1.00,0.00,142.24,0.00,21.91,18.97,1.00
0.00,1.00,1.41,0.00,0.00,87.56,0.00,13.60,18.97,0.00
1.00,0.00,0.00,1.00,0.00,54.01,0.00,9.17,18.97,1.00
0.00,0.00,0.00,0.00,0.00,54.10,49.04,10.54,18.97,1.00
1.00,0.00,0.00,1.00,0.00,50.07,0.00,7.48,18.97,1.00
0.00,1.00,1.41,1.00,1.00,75.80,0.00,12.00,9.17,0.00
1.00,1.00,0.00,1.00,0.00,49.73,42.93,12.61,18.97,1.00
0.00,1.00,1.00,0.00,0.00,58.30,40.50,10.54,13.42,1.00
0.00,1.00,1.41,1.00,0.00,60.97,0.00,10.95,18.97,1.00
0.00,1.00,0.00,1.00,0.00,45.37,46.20,9.38,18.97,0.00
1.00,0.00,1.00,1.00,0.00,59.51,0.00,10.58,18.97,0.00
0.00,1.00,1.00,1.00,1.00,100.00,0.00,12.45,18.97,1.00
0.00,1.00,0.00,1.00,0.00,48.99,46.55,10.72,18.97,1.00
0.00,1.00,1.73,1.00,0.00,65.89,13.75,11.14,18.97,1.00
1.00,0.00,0.00,1.00,0.00,56.27,54.64,11.49,18.97,0.00
0.00,1.00,1.73,1.00,0.00,122.47,0.00,17.32,18.97,1.00
0.00,1.00,1.00,1.00,1.00,93.09,70.59,19.39,18.97,0.00
0.00,0.00,0.00,1.00,0.00,70.12,0.00,11.40,18.97,0.00
0.00,1.00,0.00,1.00,1.00,76.28,46.48,13.56,18.97,1.00
1.00,1.00,0.00,1.00,0.00,65.83,49.51,10.49,18.97,1.00
1.00,0.00,0.00,1.00,0.00,50.00,0.00,8.19,18.97,1.00
0.00,0.00,1.00,1.00,0.00,66.21,42.34,10.82,18.97,1.00
0.00,0.00,0.00,1.00,0.00,54.18,0.00,9.90,18.97,1.00
0.00,0.00,0.00,1.00,0.00,53.23,0.00,8.43,18.97,1.00
0.00,1.00,0.00,1.00,0.00,251.67,0.00,22.14,13.42,1.00
0.00,1.00,1.00,1.00,1.00,99.16,42.81,13.49,13.42,1.00
0.00,1.00,0.00,1.00,1.00,74.18,67.01,8.37,13.42,1.00
0.00,1.00,1.00,1.00,1.00,72.46,26.23,12.65,18.97,1.00
0.00,1.00,1.41,1.00,1.00,50.00,67.82,13.27,18.97,1.00
1.00,0.00,0.00,1.00,0.00,64.50,0.00,8.43,18.97,1.00
0.00,1.00,1.73,0.00,0.00,51.45,39.84,13.15,18.97,1.00
1.00,0.00,0.00,1.00,0.00,48.76,0.00,6.78,18.97,1.00
0.00,1.00,1.00,0.00,0.00,67.48,35.06,12.57,18.97,1.00
0.00,1.00,1.73,0.00,0.00,56.33,0.00,8.60,18.97,1.00
0.00,1.00,1.41,1.00,0.00,50.82,48.27,11.18,18.97,1.00
0.00,1.00,0.00,1.00,0.00,49.99,49.58,12.65,18.97,1.00
0.00,1.00,0.00,0.00,0.00,59.35,56.83,12.33,18.97,0.00
0.00,1.00,1.41,0.00,0.00,55.52,46.56,11.22,18.97,1.00
0.00,1.00,0.00,1.00,0.00,79.58,67.70,16.09,18.97,0.00
0.00,1.00,0.00,1.00,0.00,51.23,79.06,13.67,18.97,1.00
0.00,1.00,0.00,1.00,0.00,95.30,0.00,15.10,18.97,1.00
0.00,0.00,0.00,1.00,0.00,93.54,64.55,17.55,18.97,1.00
0.00,1.00,1.73,1.00,0.00,51.63,45.64,9.75,18.97,1.00
1.00,1.00,0.00,1.00,1.00,74.16,0.00,10.25,18.97,0.00
1.00,1.00,0.00,1.00,0.00,49.22,22.47,11.40,18.97,1.00
1.00,0.00,0.00,1.00,0.00,61.75,0.00,10.77,13.42,1.00
0.00,1.00,1.41,1.00,0.00,91.29,56.28,12.85,18.97,1.00
0.00,1.00,1.00,1.00,0.00,62.25,0.00,8.19,18.97,1.00
0.00,1.00,0.00,0.00,0.00,54.77,40.82,10.00,21.91,0.00
0.00,1.00,1.73,1.00,0.00,71.88,56.28,14.14,18.97,1.00
1.00,0.00,1.00,1.00,0.00,68.72,0.00,9.00,18.97,1.00
0.00,1.00,1.41,1.00,0.00,70.71,60.56,15.36,18.97,1.00
0.00,1.00,0.00,1.00,0.00,68.92,48.30,11.40,18.97,1.00
0.00,1.00,0.00,1.00,0.00,54.89,55.07,9.75,17.32,0.00
0.00,0.00,0.00,1.00,1.00,82.60,0.00,11.87,18.97,1.00
0.00,0.00,0.00,0.00,0.00,78.84,0.00,11.53,18.97,1.00
0.00,0.00,0.00,1.00,0.00,50.00,0.00,9.80,21.91,1.00
0.00,0.00,0.00,1.00,0.00,71.58,0.00,11.14,18.97,0.00
0.00,1.00,1.00,1.00,0.00,79.53,0.00,13.23,18.97,1.00
0.00,1.00,0.00,1.00,0.00,140.46,72.57,23.87,18.97,1.00
1.00,0.00,0.00,1.00,1.00,125.53,0.00,7.42,18.97,1.00
0.00,1.00,1.41,1.00,0.00,72.01,0.00,12.45,18.97,1.00
0.00,1.00,1.41,1.00,1.00,96.56,88.73,19.49,17.32,1.00
0.00,0.00,1.00,1.00,0.00,55.34,44.58,10.54,13.42,0.00
1.00,0.00,0.00,1.00,0.00,52.57,38.20,10.49,18.97,1.00
0.00,1.00,0.00,1.00,0.00,69.40,30.38,10.95,13.42,1.00
0.00,1.00,1.73,1.00,0.00,93.54,70.68,11.40,18.97,1.00
0.00,1.00,0.00,1.00,0.00,65.65,0.00,11.40,18.97,0.00
0.00,0.00,0.00,1.00,0.00,55.40,0.00,8.43,21.91,1.00
0.00,1.00,1.41,1.00,0.00,73.42,0.00,11.40,18.97,1.00
0.00,1.00,0.00,1.00,0.00,57.73,50.00,11.31,18.97,1.00
0.00,0.00,0.00,1.00,0.00,77.08,65.05,17.20,18.97,1.00
1.00,0.00,0.00,1.00,0.00,77.46,0.00,12.49,18.97,1.00
0.00,0.00,0.00,1.00,1.00,84.66,0.00,11.31,18.97,1.00
0.00,1.00,1.41,1.00,0.00,67.57,0.00,10.00,18.97,1.00
0.00,0.00,1.00,1.00,0.00,60.56,0.00,10.63,13.42,1.00
0.00,0.00,0.00,0.00,0.00,48.44,40.00,11.49,18.97,1.00
0.00,1.00,0.00,1.00,0.00,48.30,49.16,11.66,18.97,1.00
0.00,1.00,0.00,1.00,0.00,74.08,0.00,11.18,18.97,1.00
0.00,0.00,1.73,1.00,0.00,95.74,0.00,13.60,18.97,1.00
0.00,1.00,1.73,1.00,0.00,97.49,0.00,16.58,18.97,1.00
0.00,1.00,0.00,1.00,0.00,50.82,45.99,10.95,18.97,0.00
0.00,1.00,1.41,0.00,0.00,44.64,40.31,10.63,13.42,1.00
0.00,1.00,1.41,1.00,0.00,55.68,37.42,10.63,18.97,1.00
0.00,1.00,1.41,1.00,0.00,57.24,22.00,11.62,18.97,0.00
1.00,0.00,0.00,1.00,0.00,56.39,0.00,8.43,18.97,0.00
0.00,1.00,0.00,1.00,0.00,55.07,38.20,9.75,18.97,1.00
0.00,0.00,0.00,0.00,0.00,62.47,40.82,10.44,18.97,1.00
1.00,0.00,0.00,1.00,0.00,38.73,42.43,10.15,18.97,0.00
0.00,1.00,1.41,0.00,0.00,53.75,0.00,6.71,13.42,0.00
0.00,0.00,0.00,0.00,0.00,52.49,0.00,8.06,17.32,1.00
0.00,0.00,0.00,1.00,0.00,50.00,141.42,10.15,18.97,1.00
1.00,0.00,0.00,0.00,0.00,44.31,0.00,7.28,18.97,1.00
1.00,0.00,0.00,1.00,1.00,86.26,0.00,13.93,18.97,1.00
1.00,0.00,0.00,1.00,0.00,67.43,0.00,10.72,18.97,1.00
0.00,1.00,0.00,0.00,0.00,46.55,48.99,10.72,18.97,1.00
1.00,0.00,0.00,0.00,0.00,47.04,0.00,8.12,18.97,1.00
0.00,1.00,1.00,1.00,0.00,91.10,0.00,12.33,17.32,0.00
0.00,1.00,1.73,1.00,0.00,284.60,0.00,18.97,18.97,0.00
1.00,0.00,1.00,0.00,1.00,62.19,0.00,7.87,18.97,1.00
0.00,1.00,0.00,1.00,0.00,79.09,0.00,12.65,18.97,0.00
0.00,1.00,0.00,0.00,0.00,78.08,0.00,14.76,18.97,0.00
0.00,1.00,0.00,0.00,0.00,47.47,45.09,10.49,18.97,1.00
1.00,1.00,0.00,0.00,0.00,46.36,56.89,13.34,18.97,0.00
1.00,0.00,0.00,1.00,0.00,54.73,0.00,7.75,18.97,1.00
1.00,0.00,1.00,1.00,0.00,50.99,0.00,12.65,18.97,1.00
0.00,1.00,1.41,1.00,1.00,40.00,141.42,15.46,18.97,1.00
0.00,1.00,0.00,1.00,0.00,32.02,52.66,10.58,18.97,1.00
0.00,1.00,0.00,1.00,0.00,56.97,37.64,11.75,18.97,1.00
0.00,1.00,0.00,1.00,0.00,76.35,0.00,11.75,18.97,1.00
1.00,0.00,0.00,0.00,0.00,52.15,0.00,8.94,18.97,0.00
0.00,1.00,0.00,1.00,0.00,42.66,41.46,10.00,18.97,1.00
0.00,1.00,1.00,1.00,0.00,85.15,40.83,10.49,18.97,0.00
0.00,1.00,0.00,1.00,0.00,121.98,0.00,9.80,18.97,1.00
0.00,1.00,0.00,1.00,0.00,51.63,65.57,11.00,18.97,1.00
1.00,0.00,1.00,0.00,0.00,67.87,0.00,9.00,18.97,1.00
0.00,1.00,1.41,1.00,0.00,77.04,0.00,11.53,18.97,1.00
0.00,1.00,0.00,1.00,0.00,54.04,4.01,9.33,18.97,1.00
0.00,0.00,0.00,0.00,0.00,52.12,0.00,7.75,13.42,1.00
1.00,0.00,1.00,1.00,1.00,92.87,0.00,12.25,18.97,1.00
0.00,0.00,0.00,1.00,0.00,80.62,0.00,10.25,18.97,0.00
0.00,0.00,0.00,1.00,0.00,113.47,0.00,20.12,18.97,1.00
0.00,1.00,0.00,1.00,0.00,49.24,48.37,11.96,18.97,1.00
0.00,0.00,0.00,1.00,0.00,61.24,0.00,10.00,18.97,1.00
0.00,0.00,0.00,1.00,0.00,43.89,43.02,7.07,18.97,1.00
0.00,0.00,0.00,1.00,1.00,102.06,0.00,13.67,18.97,0.00
1.00,1.00,0.00,0.00,1.00,84.51,0.00,11.75,18.97,1.00
0.00,0.00,0.00,1.00,0.00,60.50,71.16,13.67,18.97,1.00
0.00,1.00,0.00,1.00,0.00,88.89,42.81,13.42,18.97,1.00
0.00,0.00,1.73,0.00,0.00,68.61,44.64,12.17,18.97,1.00
0.00,0.00,1.00,1.00,0.00,194.21,0.00,12.33,18.97,1.00
0.00,1.00,0.00,1.00,0.00,85.63,91.29,13.23,17.32,0.00
0.00,1.00,1.00,1.00,1.00,58.87,34.79,11.40,18.97,1.00
0.00,1.00,1.41,0.00,0.00,68.21,0.00,10.49,18.97,1.00
0.00,1.00,0.00,1.00,0.00,59.49,37.09,7.42,18.97,1.00
0.00,1.00,1.41,1.00,0.00,57.79,41.35,12.25,18.97,0.00
0.00,0.00,1.00,0.00,1.00,52.62,39.27,13.78,18.97,0.00
0.00,1.00,1.41,0.00,0.00,48.05,35.43,11.18,18.97,0.00
0.00,1.00,1.41,0.00,0.00,44.25,38.16,7.75,17.32,0.00
0.00,1.00,0.00,1.00,0.00,62.83,41.63,12.21,18.97,0.00
0.00,1.00,0.00,1.00,0.00,49.83,49.66,9.49,13.42,0.00
0.00,0.00,0.00,1.00,1.00,84.17,0.00,9.17,18.97,1.00
0.00,1.00,1.41,1.00,0.00,62.12,0.00,9.80,18.97,1.00
0.00,1.00,0.00,1.00,0.00,65.58,0.00,10.86,18.97,1.00
0.00,1.00,0.00,1.00,0.00,60.89,50.69,13.15,18.97,1.00
0.00,0.00,1.41,1.00,0.00,65.98,0.00,11.66,18.97,1.00
0.00,1.00,0.00,1.00,0.00,91.29,0.00,12.65,18.97,1.00
0.00,1.00,0.00,1.00,1.00,45.64,63.90,12.65,18.97,0.00
0.00,1.00,1.73,1.00,0.00,87.98,0.00,11.31,13.42,1.00
0.00,1.00,0.00,1.00,0.00,54.91,46.78,12.37,18.97,1.00
1.00,0.00,1.00,0.00,0.00,72.05,0.00,11.49,18.97,1.00
0.00,0.00,0.00,1.00,0.00,64.54,0.00,9.90,18.97,0.00
0.00,0.00,0.00,1.00,0.00,77.46,0.00,11.83,18.97,1.00
0.00,1.00,1.73,0.00,0.00,54.29,40.79,8.37,13.42,0.00
0.00,1.00,0.00,1.00,0.00,129.20,0.00,10.49,18.97,1.00
1.00,1.00,1.41,0.00,0.00,14.49,54.01,9.90,18.97,1.00
0.00,1.00,0.00,1.00,0.00,65.83,49.51,10.49,18.97,1.00
0.00,1.00,1.00,1.00,1.00,58.74,45.60,12.73,18.97,1.00
0.00,1.00,1.00,0.00,0.00,51.51,38.73,10.63,13.42,0.00
0.00,1.00,1.73,1.00,0.00,68.49,0.00,10.00,18.97,1.00
1.00,0.00,0.00,1.00,1.00,50.00,0.00,9.64,18.97,0.00
0.00,0.00,1.41,1.00,0.00,74.38,68.18,12.73,18.97,1.00
0.00,1.00,1.41,1.00,1.00,128.55,31.84,12.25,18.97,1.00
0.00,1.00,1.41,1.00,0.00,81.85,41.83,15.17,17.32,1.00
0.00,1.00,1.41,1.00,0.00,53.60,43.27,11.49,18.97,0.00
0.00,1.00,1.00,1.00,1.00,129.10,47.43,9.27,18.97,1.00
1.00,0.00,0.00,0.00,0.00,65.95,0.00,12.41,18.97,1.00
0.00,1.00,1.73,0.00,0.00,55.63,0.00,10.63,18.97,1.00
0.00,1.00,0.00,1.00,0.00,45.64,56.12,11.31,18.97,1.00
0.00,1.00,0.00,1.00,0.00,104.08,0.00,15.30,18.97,1.00
0.00,1.00,1.41,1.00,0.00,91.29,0.00,15.68,18.97,1.00
0.00,1.00,1.00,0.00,0.00,44.25,49.36,11.45,18.97,1.00
0.00,0.00,1.41,1.00,0.00,59.56,0.00,8.94,18.97,0.00
0.00,1.00,1.00,1.00,0.00,135.40,0.00,22.36,18.97,1.00
0.00,1.00,1.41,1.00,1.00,67.70,45.64,12.65,18.97,1.00
0.00,0.00,0.00,1.00,0.00,49.35,0.00,8.66,18.97,1.00
0.00,0.00,0.00,0.00,0.00,51.95,52.77,9.80,18.97,0.00
0.00,1.00,1.00,0.00,0.00,73.03,33.63,13.64,18.97,0.00
0.00,0.00,0.00,0.00,0.00,60.75,0.00,10.49,18.97,1.00
1.00,0.00,0.00,0.00,1.00,131.39,0.00,15.00,18.97,1.00
0.00,1.00,0.00,1.00,0.00,59.97,46.44,10.91,18.97,0.00
1.00,1.00,1.00,1.00,0.00,57.67,30.22,10.25,9.17,1.00
0.00,1.00,0.00,0.00,0.00,50.99,41.23,10.34,18.97,1.00
0.00,1.00,0.00,1.00,0.00,68.01,53.45,10.54,3.46,0.00
0.00,1.00,1.00,1.00,1.00,53.81,0.00,9.75,18.97,1.00
0.00,0.00,0.00,1.00,0.00,79.27,66.45,14.46,18.97,0.00
